id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,user_name,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,private_place_guess,private_latitude,private_longitude,public_positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,field:tree canopy symptoms,field:optional - did the tree have heat damage,field:percent canopy affected (%),field:dieback percent,field:number of additional unhealthy trees (of same species) in area (within sight),field:percent of trees (of same species) within sight that are unhealthy,"field:other factors - are there signs or symptoms of insect, diseases, or other damage?",field:optional - what 'other factors' were observed?,field:optional - tree size,field:optional - site type,field:optional - site/location description,field:optional - site/area disturbance level,field:optional - site hydrology,field:optional - access to water,field:optional - slope position,field:optional - were there any other unhealthy plant species on the site?,field:optional - timing of symptoms estimate,field:optional - estimated time spent to make this observation (# of minutes),field:optional - can we follow up with you?,field:tree number (from google map) if applicable,field:notes
78632926,Thu May 13 2021 15:15:53 GMT-0700 (PDT),2021-05-13,2021-05-13 22:15:53 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:17:02 UTC,2021-12-10 21:47:55 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78632926,https://inaturalist-open-data.s3.amazonaws.com/photos/128708777/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3819043674,-122.3217081932,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,,""
78633395,Thu May 13 2021 15:21:45 GMT-0700 (PDT),2021-05-13,2021-05-13 22:21:45 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:22:27 UTC,2021-12-10 21:47:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78633395,https://inaturalist-open-data.s3.amazonaws.com/photos/128709596/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3819080554,-122.3217864801,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Very Large (would take many people to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,,""
78633614,Thu May 13 2021 15:24:34 GMT-0700 (PDT),2021-05-13,2021-05-13 22:24:34 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:24:59 UTC,2021-12-10 21:47:54 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78633614,https://inaturalist-open-data.s3.amazonaws.com/photos/128710054/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3819236877,-122.3217979633,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Small (can wrap hands around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,,""
78633693,Thu May 13 2021 15:25:14 GMT-0700 (PDT),2021-05-13,2021-05-13 22:25:14 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:25:52 UTC,2021-12-10 21:49:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78633693,https://inaturalist-open-data.s3.amazonaws.com/photos/128710197/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818822811,-122.3219274637,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,,""
78634103,Thu May 13 2021 15:28:53 GMT-0700 (PDT),2021-05-13,2021-05-13 22:28:53 UTC,Pacific Time (US & Canada),3275925,margmacd,Margaret Read Read MacDonald,2021-05-13 22:29:23 UTC,2021-12-10 21:49:59 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78634103,https://inaturalist-open-data.s3.amazonaws.com/photos/128710844/medium.jpg,,"","",1,0,false,3,"9th Pl S, Des Moines, WA, US",47.3818918784,-122.3219549564,5,,,,5,,open,false,,,Des Moines City Limits,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,,""
78780019,Fri May 14 2021 18:14:03 GMT-0700 (PDT),2021-05-14,2021-05-15 01:14:03 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-05-15 01:47:15 UTC,2021-12-10 21:49:57 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78780019,https://inaturalist-open-data.s3.amazonaws.com/photos/128968833/medium.jpg,,"",Topped for power lines thriving in a very narrow median,1,0,false,3,"Summit Ave E, Seattle, WA, US",47.6261633333,-122.325425,41,,,,41,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,"Yes (please elaborate in Notes, add Picture if possible)",Mechanical damage or fire scars,Medium (can wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Middle of a slope,No,No selection,"",Yes,,""
78781760,Fri May 14 2021 18:04:45 GMT-0700 (PDT),2021-05-14,2021-05-15 01:04:45 UTC,Pacific Time (US & Canada),3898930,michael_james_burkhow,Michael James Burkhow,2021-05-15 02:06:42 UTC,2021-05-15 15:25:26 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78781760,https://inaturalist-open-data.s3.amazonaws.com/photos/128972258/medium.jpg,,"",Thriving on a hillside above I-5.,1,0,false,3,"Lakeview Blvd E, Seattle, WA, US",47.63093,-122.3245783333,27,,,,27,,open,false,,,,King,Washington,United States,Washington,King,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,Invasive plants present or growing on tree,Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Middle of a slope,No,No selection,"",Yes,,Very exposed location
78785211,Fri May 14 2021 19:29:39 GMT-0700 (PDT),2021-05-14,2021-05-15 02:29:39 UTC,Pacific Time (US & Canada),2292352,rondalarsonkramer,,2021-05-15 02:39:31 UTC,2021-08-29 22:54:49 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78785211,https://inaturalist-open-data.s3.amazonaws.com/photos/128978866/medium.jpg,,"","",1,0,false,3,"Eastside St SE, Olympia, WA, US",47.0317877876,-122.8870602698,8,,,,8,,open,false,,,,Thurston,Washington,United States,Washington,Thurston,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,60-99% of the canopy is unhealthy,,0,,"Yes (please elaborate in Notes, add Picture if possible)","Animal damage (woodpecker/sapsucker holes, bark peeling)",Large (too big to wrap arms around trunk),Urban,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Middle of a slope,No,Not sure,10,Yes,,Trunk surrounded by impervious surface on all sides within 2ft of base.
78799651,Thu May 13 2021 17:25:43 GMT-0700 (PDT),2021-05-13,2021-05-14 00:25:43 UTC,Pacific Time (US & Canada),4007246,jake_and_kristin_pool,Jake and Kristin Pool,2021-05-15 06:09:05 UTC,2021-12-10 21:49:53 UTC,research,,https://www.inaturalist.org/observations/78799651,https://static.inaturalist.org/photos/129005881/medium.jpg,,"","",1,0,false,3,"Mountain Hwy E, Graham, WA, US",47.0234305,-122.371925,5,,,,5,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,30-59% of the canopy is unhealthy,,0,,Not sure,No selection,Medium (can wrap arms around trunk),Rural,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,1,No Selection,,""
78799751,Thu May 13 2021 17:23:00 GMT-0700 (PDT),2021-05-13,2021-05-14 00:23:00 UTC,Pacific Time (US & Canada),4007246,jake_and_kristin_pool,Jake and Kristin Pool,2021-05-15 06:11:27 UTC,2022-03-06 18:16:30 UTC,research,,https://www.inaturalist.org/observations/78799751,https://static.inaturalist.org/photos/129006263/medium.jpg,,"","",1,0,false,3,"Mountain Hwy E, Spanaway, WA, US",46.9999283333,-122.3595283333,5,,,,5,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,30-59% of the canopy is unhealthy,,7-10,,Not sure,No selection,Medium (can wrap arms around trunk),Rural,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,Yes (please identify other species in notes),No selection,"",Yes,,""
78799864,Thu May 13 2021 17:22:53 GMT-0700 (PDT),2021-05-13,2021-05-14 00:22:53 UTC,Pacific Time (US & Canada),4007246,jake_and_kristin_pool,Jake and Kristin Pool,2021-05-15 06:13:59 UTC,2022-03-06 18:17:29 UTC,research,,https://www.inaturalist.org/observations/78799864,https://static.inaturalist.org/photos/129006356/medium.jpg,,"","",1,0,false,3,"Mountain Hwy E, Spanaway, WA, US",46.9986283333,-122.3590866667,10,,,,10,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,30-59% of the canopy is unhealthy,,4-6,,Not sure,No selection,No selection,Rural,Roadside,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,1,Yes,,""
78799974,Thu May 13 2021 17:21:38 GMT-0700 (PDT),2021-05-13,2021-05-14 00:21:38 UTC,Pacific Time (US & Canada),4007246,jake_and_kristin_pool,Jake and Kristin Pool,2021-05-15 06:16:17 UTC,2022-03-06 18:17:02 UTC,research,,https://www.inaturalist.org/observations/78799974,https://static.inaturalist.org/photos/129006632/medium.jpg,,"","",1,0,false,3,"Mountain Hwy E, Graham, WA, US",46.9818333333,-122.357925,5,,,,5,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Old Dead Top (needles already gone),,60-99% of the canopy is unhealthy,,4-6,,Not sure,No selection,No selection,Rural,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",Yes,,""
78800052,Thu May 13 2021 17:08:18 GMT-0700 (PDT),2021-05-13,2021-05-14 00:08:18 UTC,Pacific Time (US & Canada),4007246,jake_and_kristin_pool,Jake and Kristin Pool,2021-05-15 06:18:18 UTC,2021-12-10 21:49:55 UTC,research,,https://www.inaturalist.org/observations/78800052,https://static.inaturalist.org/photos/129006812/medium.jpg,,"","",1,0,false,3,"Kapowsin Hwy E, Graham, WA, US",46.9826283333,-122.2825783333,5,,,,5,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,,tree is dead,,2-3,,Not sure,No selection,No selection,Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,,""
78800152,Thu May 13 2021 17:04:43 GMT-0700 (PDT),2021-05-13,2021-05-14 00:04:43 UTC,Pacific Time (US & Canada),4007246,jake_and_kristin_pool,Jake and Kristin Pool,2021-05-15 06:20:32 UTC,2021-12-10 21:49:56 UTC,research,,https://www.inaturalist.org/observations/78800152,https://static.inaturalist.org/photos/129006989/medium.jpg,,"","",1,0,false,3,"144th Ave E, Graham, WA, US",46.974525,-122.2426616667,5,,,,5,,open,false,,,,Pierce,Washington,United States,Washington,Pierce,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,30-59% of the canopy is unhealthy,,2-3,,Not sure,No selection,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,No selection,"",No Selection,,""
78844909,Sat May 15 2021 08:39:22 GMT-0700 (PDT),2021-05-15,2021-05-15 15:39:22 UTC,Pacific Time (US & Canada),1762295,pdxmat,,2021-05-15 15:43:33 UTC,2022-04-03 03:01:24 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/78844909,https://inaturalist-open-data.s3.amazonaws.com/photos/129080905/medium.jpg,,"","",1,0,false,3,"Cook Park, Tigard, OR, US",45.3949606798,-122.7738870969,5,,,,5,,open,false,,,,Washington,Oregon,United States,Oregon,Washington,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,No,No selection,Large (too big to wrap arms around trunk),Suburban,Urban yard or open park grounds,"Medium (moderately used trails, etc)",Upland or well drained,,Area is flat (e.g. field),Not sure,This is the first time I have seen this tree,10,Yes,,""
78890579,2021-05-14 16:29:56,2021-05-14,2021-05-14 23:29:56 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-05-15 20:43:52 UTC,2021-05-15 20:44:55 UTC,needs_id,,https://www.inaturalist.org/observations/78890579,https://static.inaturalist.org/photos/129157655/medium.jpeg,,"",,0,0,false,2,"Nehalem, OR 97131, USA",45.7175888889,-123.9161833333,,,,,,,open,false,gps,gps,,Tillamook,Oregon,United States,Oregon,Tillamook,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Thinning Canopy,,1-29% of the canopy is unhealthy,,4-6,,No,Mechanical damage or fire scars,Large (too big to wrap arms around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",No Selection,,No selection,No selection,Symptoms first observed in 2021,30,No Selection,,I've seen and IDd these trees before. The tops were all cut off due to the electrical lines and the wind damage. Tree has slight dieback on top of canopy removal.
78891107,2021-05-14 15:33:30,2021-05-14,2021-05-14 22:33:30 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-05-15 20:47:24 UTC,2021-05-15 20:48:16 UTC,needs_id,,https://www.inaturalist.org/observations/78891107,https://static.inaturalist.org/photos/129158701/medium.jpeg,,"",,0,0,false,2,"Manzanita, OR, USA",45.7187611111,-123.9342222222,,,,,,,open,false,gps,gps,,Tillamook,Oregon,United States,Oregon,Tillamook,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Small (can wrap hands around trunk),Urban,Urban yard or open park grounds,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Upland or well drained,,Middle of a slope,No,No selection,30,No Selection,,Small cluster of young redcedar in the town
78927843,2021-05-15 12:37:16,2021-05-15,2021-05-15 19:37:16 UTC,UTC,2823934,outdoorobserver,Radu Scurtescu,2021-05-16 01:27:21 UTC,2021-05-19 03:24:40 UTC,research,,https://www.inaturalist.org/observations/78927843,https://static.inaturalist.org/photos/129223434/medium.jpeg,,"",,1,0,false,2,"North Vancouver, BC V7H 1E3, Canada",49.3113097997,-123.0173972,,,,,,,open,false,gps,gps,,Greater Vancouver,British Columbia,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Branch Dieback or 'Flagging',,1-29% of the canopy is unhealthy,,0,,Not sure,No selection,Small (can wrap hands around trunk),Urban,Forest edge,"Medium (moderately used trails, etc)",Upland or well drained,,Area is flat (e.g. field),No selection,This is the first time I have seen this tree,,No preference,,""
78928189,2021-05-15 13:25:19,2021-05-15,2021-05-15 20:25:19 UTC,UTC,2823934,outdoorobserver,Radu Scurtescu,2021-05-16 01:31:15 UTC,2022-01-23 23:05:37 UTC,research,,https://www.inaturalist.org/observations/78928189,https://static.inaturalist.org/photos/129224150/medium.jpeg,,"",,1,0,false,2,"North Vancouver, BC V7H 1A4, Canada",49.3075648,-123.0206368,,,,,,,open,false,gps,gps,,Greater Vancouver,British Columbia,Canada,British Columbia,Greater Vancouver,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Tree is dead,,60-99% of the canopy is unhealthy,,0,,Not sure,No selection,Medium (can wrap arms around trunk),Urban,Forest edge,"Heavy - a lot of development (e.g. parkinglots, pavement, heavy foot traffic, etc)",Seasonally flooded area,,Riverbank,No selection,This is the first time I have seen this tree,,No Selection,,Some branches at ground level are still alive
78943497,2021-05-15 21:00:30,2021-05-15,2021-05-16 04:00:30 UTC,Pacific Time (US & Canada),2785976,alexis_mushroom,Alexis Evans,2021-05-16 04:17:05 UTC,2022-04-03 02:57:27 UTC,research,,https://www.inaturalist.org/observations/78943497,https://static.inaturalist.org/photos/129251887/medium.jpeg,,"",,1,0,false,2,"Clatsop County, US-OR, US",45.7879527778,-123.4462333333,,,,,,,open,false,gps,gps,,Clatsop,Oregon,United States,Oregon,Clatsop,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,0,,Not sure,No selection,Medium (can wrap arms around trunk),Rural,Roadside,"Low - fairly natural, not much development","Wetland, lots of water",,No selection,No selection,No selection,200,No Selection,,"Horrible photo, but I have ID'd this here before. Behind the fence of a wetland area that's protected on the side of the road."
79043177,2021-05-16 12:24:35,2021-05-16,2021-05-16 19:24:35 UTC,UTC,3860770,jaahljuu,Jaahljuu,2021-05-16 19:26:49 UTC,2023-05-12 18:43:54 UTC,needs_id,,https://www.inaturalist.org/observations/79043177,https://static.inaturalist.org/photos/129422627/medium.jpeg,,"",,0,0,false,2,"Port Edward, BC, Canada",54.2492406769,-130.2002631593,9,,,,9,,open,false,,,,Skeena-Queen Charlotte,British Columbia,Canada,British Columbia,Skeena-Queen Charlotte,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Healthy,,"Healthy, no dieback(0%)",,2-3,,Not sure,No selection,Medium (can wrap arms around trunk),Rural,Urban yard or open park grounds,"Low - fairly natural, not much development","Wetland, lots of water",,No selection,No selection,No selection,,No Selection,,""
79152102,2021-05-06 07:57:52,2021-05-06,2021-05-06 14:57:52 UTC,Pacific Time (US & Canada),4102165,mary_964,"",2021-05-17 14:42:36 UTC,2022-11-18 04:03:13 UTC,research,CC-BY-NC,https://www.inaturalist.org/observations/79152102,https://inaturalist-open-data.s3.amazonaws.com/photos/129616634/medium.jpeg,,"",,1,0,false,2,"Eastsound, WA 98245, USA",48.6205736263,-122.9297278449,6,,,,6,,open,false,gps,gps,,San Juan,Washington,United States,Washington,San Juan,western redcedar,Thuja plicata,western redcedar,Plantae,48252,Multiple Symptoms (please list in Notes),,60-99% of the canopy is unhealthy,,More than 10,,"Yes (please elaborate in Notes, add Picture if possible)","Inner stem decay (rot, hollow center, etc.)",Medium (can wrap arms around trunk),Rural,Forest edge,"Medium (moderately used trails, etc)",Upland or well drained,,Top of slope,Yes (please identify other species in notes),Symptoms first observed 2017,45,Yes,,""
